137,88.0
731,55.75
759,35.7272727273
1610,53.2
1623,33.1
1796,28.2
1886,23.0909090909
3072,39.9230769231
3272,36.9166666667
3904,46.8181818182
4359,46.3125
4379,16.6923076923
4579,24.5909090909
4799,26.4285714286
4862,58.6
5203,39.1
5363,63.7
6082,46.6363636364
7394,48.4090909091
7650,22.0
7890,36.0
8796,52.8
9438,23.5294117647
10823,75.9
11195,39.5454545455
11211,38.6923076923
11464,84.8181818182
12094,18.36
12854,46.2142857143
13077,26.0
13961,60.4615384615
14268,37.2307692308
14404,37.15
15450,19.1578947368
16032,23.0625
16414,22.3684210526
17488,32.7142857143
17849,69.6363636364
20044,48.5714285714
21482,14.8666666667
21515,40.7272727273
21855,28.1304347826
22282,70.9090909091
22555,44.4615384615
22785,27.9090909091
23031,13.0625
23461,20.3
23491,39.5555555556
23733,38.1666666667
23830,23.5333333333
23944,45.4615384615
24019,21.6
24471,20.0476190476
24649,54.4
25130,19.3
25146,37.3636363636
25227,10.8181818182
25552,38.1666666667
26105,16.25
26497,54.2307692308
27228,9.66666666667
27520,50.2142857143
28142,36.4285714286
28358,48.3
29067,30.6
29176,60.8181818182
29228,15.2727272727
29361,79.4
29913,57.4166666667
30376,35.2666666667
30462,25.8666666667
30529,48.3125
31169,45.3846153846
31685,24.3333333333
32258,16.7619047619
32347,79.8181818182
32660,40.8
33327,42.0714285714
34002,31.0
34214,16.962962963
35042,19.5384615385
35222,38.9
36597,17.9230769231
38043,22.4705882353
38276,15.0
38837,25.1176470588
38970,6.2
40563,46.6111111111
40713,24.6818181818
41164,37.5333333333
41684,85.6
41779,38.0
42411,17.0
42751,28.75
43009,25.5714285714
44227,36.8333333333
44294,12.9090909091
44470,25.0
44569,35.9166666667
45884,65.2
47092,30.0
47233,46.5384615385
47318,66.8333333333
47978,13.7
48220,48.7272727273
48487,21.4545454545
48759,19.7037037037
49375,25.7272727273
49934,28.0
50307,50.3571428571
50555,32.0
50969,26.1764705882
51032,65.9
52987,79.8181818182
53644,40.0
53755,17.8461538462
53871,35.6111111111
54055,39.2
54198,39.75
55334,80.5
55663,44.7857142857
55909,139.2
56535,31.0
56632,23.1666666667
56977,17.0
57114,49.5454545455
57823,41.5
58027,63.25
59282,21.8636363636
59879,67.9166666667
59900,46.6
60181,18.6818181818
60189,31.8461538462
60222,106.9
60258,87.1
60651,34.8333333333
61620,45.5
61948,12.375
61955,22.7142857143
62611,35.0909090909
63040,64.3333333333
63208,42.0909090909
63773,67.5714285714
